Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status,Scientific Name - Concept Reference,Taxonomy Comments,Provincial FRPA Comments,COSEWIC Date,SARA Schedule,SARA Status,SARA Date
Sebastes diaconus,Sebastes mystinus,Deacon Rockfish,Blue Rockfish,F-SEMY,AFC4A06720,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Frable, B.W., D.W. Wagman, T.N. Frierson, A. Aguilar, and B.L. Sidlauskas. 2015. A new species of Sebastes (Scorpaeniformes: Sebastidae) from the northeastern Pacific, with a redescription of the blue rockfish, S. mystinus (Jordan and Gilbert, 1881). Fishery Bulletin 113(4) 355-377.","NatureServe 2023: Frable et al. (2015) redescribed Sebastes mystinus [Oregon south to Baja California Sur, Mexico] and described a new species, S. diaconus [central California north to British Columbia].",,,,,
Sebastes diploproa,,Splitnose Rockfish,,F-SEDI,AFC4A06170,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes elongatus,,Greenstriped Rockfish,,F-SEEL,AFC4A06180,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes emphaeus,,Puget Sound Rockfish,,F-SEEM,AFC4A06190,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes entomelas,,Widow Rockfish,,F-SEEN,AFC4A06210,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes flavidus,,Yellowtail Rockfish,,F-SEFL,AFC4A06240,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes goodei,,Chilipepper,,F-SEGO,AFC4A06260,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes helvomaculatus,,Rosethorn Rockfish,,F-SEHE,AFC4A06270,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes jordani,,Shortbelly Rockfish,,F-SEJO,AFC4A06290,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes maliger,,Quillback Rockfish,,F-SEMA,AFC4A06330,GNR,,SNR,,,T (Nov 2009),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,Nov 2009,,,
Sebastes melanops,,Black Rockfish,,F-SEME,AFC4A06350,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes melanostomus,,Blackgill Rockfish,,F-SEML,AFC4A06370,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes miniatus,,Vermilion Rockfish,,F-SEMI,AFC4A06390,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes nebulosus,,China Rockfish,,F-SENE,AFC4A06410,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes nigrocinctus,,Tiger Rockfish,,F-SENI,AFC4A06420,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes paucispinis,,Bocaccio,,F-SEPA,AFC4A06440,G4,Jul-03,SNR,Dec-02,Dec-02,E (Nov 2013),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,Nov 2013,,,
Sebastes pinniger,,Canary Rockfish,,F-SEPI,AFC4A06460,GNR,,SNR,,,T (Nov 2007),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,Nov 2007,,,
Sebastes polyspinis,,Northern Rockfish,,F-SEPL,AFC4A06470,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes proriger,,Redstripe Rockfish,,F-SEPR,AFC4A06480,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes reedi,,Yellowmouth Rockfish,,F-SERE,AFC4A06500,GNR,,SNR,,,T (Apr 2010),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,Apr 2010,,,
Sebastes ruberrimus,,Yelloweye Rockfish,,F-SERU,AFC4A06530,GNR,,SNR,,,T (Nov 2020),Pacific Ocean outside waters and inside waters populations.,Not Reviewed,,,,,,,1-SC,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,Nov 2020,1,SC,
Sebastes rufus,,Bank Rockfish,,F-SERF,AFC4A06560,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes saxicola,,Stripetail Rockfish,,F-SESA,AFC4A06570,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes variabilis,,Dusky Rockfish,,F-SEVR,AFC4A06700,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Sebastes variegatus,,Harlequin Rockfish,,F-SEVA,AFC4A06630,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes wilsoni,,Pygmy Rockfish,,F-SEWI,AFC4A06640,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastes zacentrus,,Sharpchin Rockfish,,F-SEZA,AFC4A06650,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastolobus alascanus,,Shortspine Thornyhead,,F-SEAS,AFC4A07010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sebastolobus altivelis,,Longspine Thornyhead,,F-SEAI,AFC4A07020,GNR,,SNR,,,SC (Apr 2007),,Not Reviewed,,,,,,,1-SC (Mar 2009),,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,Apr 2007,1,SC,Mar 2009
Seriola lalandi,,Yellowtail,,F-SELA,AFCQZ11040,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Seriphus politus,,Queenfish,,F-SEPO,AFCQH16010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Serrivomer jesperseni,,Crossthroat Sawpalate,,F-SEJE,AFCEK01010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Anguilliformes,Serrivomeridae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Somniosus pacificus,,Pacific Sleeper Shark,,F-SOPA,AFDEA06020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,cartilaginous fishes,,Animalia,Craniata,Chondrichthyes,Squaliformes,Somniosidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Spectrunculus grandis,,Giant Cusk-eel,,F-SPGR,AFCMD08010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Ophidiiformes,Ophidiidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Sphyraena argentea,,Pacific Barracuda,,F-SPAR,AFCQV01010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Sphyraenidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Spirinchus sp. 1,,Pygmy Longfin Smelt,,F-SPSP-01,AFCHB03030,G5T2Q,Oct-19,S2,May-19,May-19,DD (Nov 2004),,Red,,,Central Pacific Ranges; Eastern Pacific Ranges; Fraser Lowland; Georgia Lowland; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Leeward Pacific Ranges; Nanaimo Lowland; Nicola Basin; Northwestern Cascade Ranges; Okanagan Range; Outer Fjordland; Pavilion Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges,,,,,,5 - Undetermined(2000),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 8- Okanagan,Capital Regional District; Comox Valley Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CWH,,Native,Regularly occurring,,,Y,Y,,"McPhail, J.D. 2007. The freshwater fishes of British Columbia. The University of Alberta Press, Edmonton, Alberta.",,,Nov 2004,,,
Spirinchus starksi,,Night Smelt,,F-SPST,AFCHB03020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Spirinchus thaleichthys,,Longfin Smelt,,F-SPTH,AFCHB03010,G5,Feb-16,S3?,May-19,May-19,,,Blue,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,,,,CDF; CWH,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Squalus suckleyi,Squalus acanthias,Spiny Dogfish,,F-SQSU,AFDEA07040,G5,Dec-17,SNR,,,SC (Nov 2011),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,cartilaginous fishes,,Animalia,Craniata,Chondrichthyes,Squaliformes,Squalidae,,,,,,,Native,Regularly occurring,,,N,N,,"Ebert, D.A., W. T. White, K. J. Goldman, L. J.V. Compagno, R. S. Daly-Engel and R. D. Ward. 2010. Resurrection and redescription of Squalus suckleyi (Girard, 1854) from the North Pacific, with comments on the Squalus acanthias subgroup (Squaliformes: Squalidae). Zootaxa 2612:22-40.",March 2012 - changed from Squalus acanthias to Squalus suckleyi to align with NatureServe (DDW).,,Nov 2011,,,
Stellerina xyosterna,Occella impi,Pixie Poacher,,F-STXY,AFC4F15010,GNR,,SNR,,Aug-05,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Nelson, J. S., E. J. Crossman, H. Espinosa-Perez, L. T. Findley, C. R. Gilbert, R. N. Lea, and J. D. Williams. 2004. Common and scientific names of fishes from the United States, Canada, and Mexico. American Fisheries Society, Special Publication 29, Bethesda, Maryland. 386 pp.","2005 Nov: Sname updated from Occella impi to Stellerina xyosterna due to a taxonomic lump according to Nelson, et al. 2004 (DW).",,,,,
Stenobrachius leucopsarus,,Northern Lampfish,,F-STLE,AFCVH07010,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Stenobrachius nannochir,,Garnet Lanternfish,,F-STNA,AFCVH07020,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
